time,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,city
2026-08-29 13:00:00,28.0,77,0.0,12.5,Mangaluru
2026-08-29 14:00:00,28.3,75,0.0,11.4,Mangaluru
2026-08-29 15:00:00,28.0,77,0.0,10.4,Mangaluru
2026-08-29 16:00:00,27.4,80,0.0,9.2,Mangaluru
2026-08-29 17:00:00,26.8,83,0.0,7.9,Mangaluru
2026-08-29 18:00:00,26.4,85,0.0,6.8,Mangaluru
2026-08-29 19:00:00,26.1,88,0.0,5.7,Mangaluru
2026-08-29 20:00:00,25.7,90,0.0,4.1,Mangaluru
2026-08-29 21:00:00,25.3,93,0.1,2.3,Mangaluru
2026-08-29 22:00:00,24.8,94,0.1,4.1,Mangaluru
2026-08-29 23:00:00,24.4,96,0.1,6.2,Mangaluru
2026-08-30 00:00:00,24.1,97,0.4,6.1,Mangaluru
2026-08-30 01:00:00,23.9,98,0.4,4.8,Mangaluru
2026-08-30 02:00:00,23.6,99,0.4,4.0,Mangaluru
2026-08-30 03:00:00,23.3,99,0.0,4.2,Mangaluru
2026-08-30 04:00:00,23.1,99,0.0,4.8,Mangaluru
2026-08-30 05:00:00,23.0,98,0.0,5.2,Mangaluru
2026-08-30 06:00:00,23.2,98,0.2,5.5,Mangaluru
2026-08-30 07:00:00,23.6,98,0.2,5.8,Mangaluru
2026-08-30 08:00:00,24.3,96,0.2,4.9,Mangaluru
2026-08-30 09:00:00,25.6,91,0.1,1.9,Mangaluru
2026-08-30 10:00:00,27.1,85,0.1,2.4,Mangaluru
2026-08-30 11:00:00,28.2,81,0.1,6.1,Mangaluru
2026-08-30 12:00:00,28.6,78,0.1,9.4,Mangaluru
2026-08-30 13:00:00,28.5,77,0.1,12.4,Mangaluru
2026-08-30 14:00:00,28.3,76,0.1,14.1,Mangaluru
2026-08-30 15:00:00,28.1,77,0.3,14.1,Mangaluru
2026-08-30 16:00:00,27.8,79,0.3,13.4,Mangaluru
2026-08-30 17:00:00,27.3,81,0.3,12.8,Mangaluru
2026-08-30 18:00:00,26.7,85,0.5,11.9,Mangaluru
2026-08-30 19:00:00,25.9,89,0.5,10.4,Mangaluru
2026-08-30 20:00:00,25.1,93,0.5,8.4,Mangaluru
2026-08-30 21:00:00,24.5,96,0.3,6.0,Mangaluru
2026-08-30 22:00:00,23.9,98,0.3,5.9,Mangaluru
2026-08-30 23:00:00,23.5,99,0.3,8.2,Mangaluru
2026-08-31 00:00:00,24.0,99,0.2,6.5,Mangaluru
2026-08-31 01:00:00,23.7,100,0.2,6.4,Mangaluru
2026-08-31 02:00:00,23.5,100,0.2,6.1,Mangaluru
2026-08-31 03:00:00,23.3,99,0.2,5.6,Mangaluru
2026-08-31 04:00:00,23.3,99,0.2,4.8,Mangaluru
2026-08-31 05:00:00,23.5,97,0.2,3.9,Mangaluru
2026-08-31 06:00:00,24.1,94,0.0,2.4,Mangaluru
2026-08-31 07:00:00,24.9,91,0.0,1.8,Mangaluru
2026-08-31 08:00:00,25.9,87,0.0,3.9,Mangaluru
2026-08-31 09:00:00,26.9,83,0.0,6.8,Mangaluru
2026-08-31 10:00:00,27.7,81,0.0,9.4,Mangaluru
2026-08-31 11:00:00,28.2,79,0.0,11.3,Mangaluru
2026-08-31 12:00:00,28.4,78,0.1,13.0,Mangaluru
2026-08-31 13:00:00,28.5,77,0.1,14.7,Mangaluru
2026-08-31 14:00:00,28.3,78,0.1,16.1,Mangaluru
2026-08-31 15:00:00,28.1,78,0.1,17.2,Mangaluru
2026-08-31 16:00:00,27.8,79,0.1,17.6,Mangaluru
2026-08-31 17:00:00,27.5,80,0.1,17.2,Mangaluru
2026-08-31 18:00:00,27.1,81,0.1,15.4,Mangaluru
2026-08-31 19:00:00,26.6,84,0.1,12.7,Mangaluru
2026-08-31 20:00:00,26.0,87,0.1,10.0,Mangaluru
2026-08-31 21:00:00,25.4,90,0.1,8.1,Mangaluru
2026-08-31 22:00:00,24.9,92,0.1,7.8,Mangaluru
2026-08-31 23:00:00,24.4,94,0.1,8.4,Mangaluru
